node,year,ri_coverage,scenario,total_cases,outbreaks,vapp
103,1,60,pSIA,0,0,17.40259569
103,1,65,pSIA,0,0,18.76649371
103,1,70,pSIA,0,0,20.13102212
103,1,75,pSIA,0,0,21.49612548
103,1,80,pSIA,0,0,22.85888496
103,1,85,pSIA,0,0,24.22349218
103,1,90,pSIA,0,0,25.58795538
103,1,95,pSIA,0,0,26.9518887
103,2,100,pSIA,0,0,33.98983679
103,2,25,pSIA,1,0,9.267175053
103,2,30,pSIA,0,0,10.67238128
103,2,35,pSIA,0,0,12.56402097
103,2,40,pSIA,0,0,14.20995481
103,2,45,pSIA,0,0,15.85784779
103,2,50,pSIA,0,0,17.50583086
103,2,55,pSIA,0,0,19.15230396
103,2,60,pSIA,0,0,20.7995481
103,2,65,pSIA,0,0,22.44786148
103,2,70,pSIA,0,0,24.09465885
103,2,75,pSIA,0,0,25.74258119
103,2,80,pSIA,0,0,27.39023797
103,2,85,pSIA,0,0,29.03725023
103,2,90,pSIA,0,0,30.68458554
103,2,95,pSIA,0,0,32.33224515
103,3,100,pSIA,0,0,28.32674925
103,3,25,pSIA,1187,4,9.879629598
103,3,30,pSIA,0,0,9.061817168
103,3,35,pSIA,3,1,11.24392014
103,3,40,pSIA,0,0,11.94515843
103,3,45,pSIA,0,0,13.30917624
103,3,50,pSIA,0,0,14.67318492
103,3,55,pSIA,0,0,16.03759966
103,3,60,pSIA,0,0,17.40197213
103,3,65,pSIA,0,0,18.76559457
103,3,70,pSIA,0,0,20.13169611
103,3,75,pSIA,0,0,21.49537818
103,3,80,pSIA,0,0,22.85949439
103,3,85,pSIA,0,0,24.22331664
103,3,90,pSIA,0,0,25.58772989
103,3,95,pSIA,0,0,26.95225278
103,4,100,pSIA,0,0,28.3264634
103,4,25,pSIA,15,2,7.973989185
103,4,30,pSIA,0,0,9.116000226
103,4,35,pSIA,0,0,10.42684471
103,4,40,pSIA,0,0,11.94507297
103,4,45,pSIA,0,0,13.30958917
103,4,50,pSIA,0,0,14.67392901
103,4,55,pSIA,0,0,16.03712182
103,4,60,pSIA,0,0,17.40187352
103,4,65,pSIA,0,0,18.76574072
103,4,70,pSIA,0,0,20.13045386
103,4,75,pSIA,0,0,21.49389135
103,4,80,pSIA,0,0,22.8596289
103,4,85,pSIA,0,0,24.22309066
103,4,90,pSIA,0,0,25.58810375
103,4,95,pSIA,0,0,26.95204652
103,5,100,pSIA,0,0,22.653015
103,5,25,pSIA,0,0,5.66325375
103,5,30,pSIA,0,0,6.7959045
103,5,35,pSIA,0,0,7.928555249
103,5,40,pSIA,0,0,9.061205999
103,5,45,pSIA,0,0,10.19385675
103,5,50,pSIA,0,0,11.3265075
103,5,55,pSIA,0,0,12.45915825
103,5,60,pSIA,0,0,13.591809
103,5,65,pSIA,0,0,14.72445975
103,5,70,pSIA,0,0,15.8571105
103,5,75,pSIA,0,0,16.98976125
103,5,80,pSIA,0,0,18.122412
103,5,85,pSIA,0,0,19.25506275
103,5,90,pSIA,0,0,20.3877135
103,5,95,pSIA,0,0,21.52036425
104,1,100,pSIA,0,0,28.32644798
104,1,25,pSIA,0,0,7.851865294
104,1,30,pSIA,0,0,9.216314943
104,1,35,pSIA,2,2,11.74060625
