node,year,ri_coverage,scenario,total_cases,outbreaks,vapp
100,2,35,pSIA2,0,0,9.910694062
100,2,40,pSIA2,0,0,11.3265075
100,2,45,pSIA2,8,3,14.61508681
100,2,50,pSIA2,0,0,14.15813437
100,2,55,pSIA2,0,0,15.57394781
100,2,60,pSIA2,0,0,16.98976125
100,2,65,pSIA2,0,0,18.40557469
100,2,70,pSIA2,0,0,19.82138812
100,2,75,pSIA2,0,0,21.23720156
100,2,80,pSIA2,0,0,22.653015
100,2,85,pSIA2,0,0,24.06882844
100,2,90,pSIA2,0,0,25.48464187
100,2,95,pSIA2,0,0,26.90045531
100,3,100,pSIA2,0,0,28.33088102
100,3,25,pSIA2,0,0,7.401728466
100,3,30,pSIA2,0,0,8.873393286
100,3,35,pSIA2,95,3,12.81630697
100,3,40,pSIA2,0,0,11.81515197
100,3,45,pSIA2,0,1,13.48118567
100,3,50,pSIA2,0,0,14.88672025
100,3,55,pSIA2,0,0,16.22995878
100,3,60,pSIA2,0,0,17.57337081
100,3,65,pSIA2,0,0,18.91648484
100,3,70,pSIA2,0,0,20.25786719
100,3,75,pSIA2,0,0,21.60182347
100,3,80,pSIA2,0,0,22.94450902
100,3,85,pSIA2,0,0,24.28756905
100,3,90,pSIA2,0,0,25.6306374
100,3,95,pSIA2,0,0,26.97341677
100,4,100,pSIA2,0,0,22.653015
100,4,25,pSIA2,0,0,5.66325375
100,4,30,pSIA2,0,0,6.7959045
100,4,35,pSIA2,36,2,8.778090805
100,4,40,pSIA2,0,0,9.061205999
100,4,45,pSIA2,0,0,10.19385675
100,4,50,pSIA2,0,0,11.3265075
100,4,55,pSIA2,0,0,12.45915825
100,4,60,pSIA2,0,0,13.591809
100,4,65,pSIA2,0,0,14.72445975
100,4,70,pSIA2,0,0,15.8571105
100,4,75,pSIA2,0,0,16.98976125
100,4,80,pSIA2,0,0,18.122412
100,4,85,pSIA2,0,0,19.25506275
100,4,90,pSIA2,0,0,20.3877135
100,4,95,pSIA2,0,0,21.52036425
100,5,100,pSIA2,0,0,22.653015
100,5,25,pSIA2,0,0,5.66325375
100,5,30,pSIA2,0,0,6.7959045
100,5,35,pSIA2,0,0,7.928555249
100,5,40,pSIA2,0,0,9.061205999
100,5,45,pSIA2,0,0,10.19385675
100,5,50,pSIA2,0,0,11.3265075
100,5,55,pSIA2,0,0,12.45915825
100,5,60,pSIA2,0,0,13.591809
100,5,65,pSIA2,0,0,14.72445975
100,5,70,pSIA2,0,0,15.8571105
100,5,75,pSIA2,0,0,16.98976125
100,5,80,pSIA2,0,0,18.122412
100,5,85,pSIA2,0,0,19.25506275
100,5,90,pSIA2,0,0,20.3877135
100,5,95,pSIA2,0,0,21.52036425
1000,1,100,pSIA2,0,0,28.33099585
1000,1,25,pSIA2,0,0,8.174125493
1000,1,30,pSIA2,154,4,12.03614964
1000,1,35,pSIA2,197,4,13.19259091
1000,1,40,pSIA2,0,0,12.20244473
1000,1,45,pSIA2,0,0,13.54455682
1000,1,50,pSIA2,0,0,14.88647808
1000,1,55,pSIA2,0,0,16.23064756
1000,1,60,pSIA2,0,0,17.57392229
1000,1,65,pSIA2,0,0,18.9165295
1000,1,70,pSIA2,0,0,20.26008043
1000,1,75,pSIA2,0,0,21.6030536
1000,1,80,pSIA2,0,0,22.94550839
1000,1,85,pSIA2,0,0,24.28744644
1000,1,90,pSIA2,0,0,25.63039751
1000,1,95,pSIA2,0,0,26.97330932
1000,2,100,pSIA2,0,0,28.31626875
1000,2,25,pSIA2,0,0,7.079067187
1000,2,30,pSIA2,17,3,9.630459453
1000,2,35,pSIA2,8,1,10.29781207
1000,2,40,pSIA2,0,0,11.3265075
1000,2,45,pSIA2,0,0,12.74232094
1000,2,50,pSIA2,0,0,14.15813437
1000,2,55,pSIA2,0,0,15.57394781
1000,2,60,pSIA2,0,0,16.98976125
1000,2,65,pSIA2,0,0,18.40557469
1000,2,70,pSIA2,0,0,19.82138812
1000,2,75,pSIA2,0,0,21.23720156
1000,2,80,pSIA2,0,0,22.653015
1000,2,85,pSIA2,0,0,24.06882844
1000,2,90,pSIA2,0,0,25.48464187
1000,2,95,pSIA2,0,0,26.90045531
1000,3,100,pSIA2,0,0,28.33086242
1000,3,25,pSIA2,9839,4,10.251681
1000,3,30,pSIA2,0,0,8.821924839
1000,3,35,pSIA2,0,0,10.35876583
1000,3,40,pSIA2,1,1,12.9011034
1000,3,45,pSIA2,0,0,13.54486743
1000,3,50,pSIA2,0,0,14.8867705
1000,3,55,pSIA2,0,0,16.22977659
1000,3,60,pSIA2,0,0,17.57369765
1000,3,65,pSIA2,0,0,18.91607595
1000,3,70,pSIA2,0,0,20.26002058
1000,3,75,pSIA2,0,0,21.60015828
1000,3,80,pSIA2,0,0,22.94463045
1000,3,85,pSIA2,0,0,24.28741065
1000,3,90,pSIA2,0,0,25.63056929
1000,3,95,pSIA2,0,0,26.97395589
1000,4,100,pSIA2,0,0,22.653015
1000,4,25,pSIA2,0,1,5.962752175
1000,4,30,pSIA2,0,0,6.7959045
1000,4,35,pSIA2,0,0,7.928555249
1000,4,40,pSIA2,0,0,9.061205999
1000,4,45,pSIA2,0,0,10.19385675
1000,4,50,pSIA2,2,2,12.5960466
1000,4,55,pSIA2,0,0,12.45915825
1000,4,60,pSIA2,0,0,13.591809
1000,4,65,pSIA2,0,0,14.72445975
1000,4,70,pSIA2,0,0,15.8571105
1000,4,75,pSIA2,0,0,16.98976125
1000,4,80,pSIA2,0,0,18.122412
